name,mz,rt,MS2.spectrum.name,Candidate.number,Level,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database,super_class,class,sub_class
M360T468_POS,360.191458192662,468.028,mz360.192652207939rt455.124666,1,2,N-Phenylacetyl-L-prolylglycine ethyl ester,157115-85-0,NA,NA,NO04151,(M+CH3CN+H)+,2.13052,0.9963753,NA,NA,25,0.4943123,0.6825859,orbitrapDatabase0.0.1,NA,NA,NA
M360T565_POS,360.212451053055,565.332641601562,mz360.213598094472rt563.418624,1,2,2-Hydroxyimipramine,303-70-8,HMDB0060952,NA,NO03509,(M+CH3CN+Na)+,22.24524,0.6730872,NA,NA,20,0.6204035,0.6401599,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Benzazepines,Dibenzazepines
M361T463_POS,361.200963844608,462.540924072266,mz361.201969842221rt511.586424,1,2,Prednisolone,NA,HMDB0014998,C07369,MassBank_18068,(M+H)+,2.499606,0.995014,NA,NA,10,0.5476224,0.7153942,massbankDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M363T182_NEG,363.080990220685,181.932395935059,mz363.080454781932rt218.436726,1,2,7-Methyluric acid,612-37-3,HMDB0011107,C16355,L0287,(2M-H)-,0.5630452,0.9997464,NA,NA,10,0.7106296,0.8190484,nistDatabase0.0.1,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives
M363T349_NEG,363.109361270087,348.534133911133,mz363.108329779453rt357.445542,1,2,"3,4-Dihydroxyhydrocinnamic acid",1078-61-1,HMDB0000423,C10447,S0177,(2M-H)-,0.4755514,0.9998191,NA,NA,10,0.5971537,0.7481532,nistDatabase0.0.1,Phenylpropanoids and polyketides,Phenylpropanoic acids,NA
M363T420_POS,363.104136709688,420.426818847656,mz363.097961425781rt417.103254,1,2,Tebupirimfos,96182-53-5,NA,C18692,NO04165,(M-H+2Na)+,24.90356,0.6088703,NA,NA,15,0.4395156,0.5030236,orbitrapDatabase0.0.1,Organic acids and derivatives,Organic thiophosphoric acids and derivatives,Thiophosphoric acid esters
M363T617_POS,363.215992858257,617.160461425781,mz363.216473277858rt621.05844,1,2,Cortisol,50-23-7,HMDB0000063,C00735,shen_157_HMDB00063,(M+H)+,0.3769804,0.9998863,NA,NA,Unknown_1,0.7195208,0.8246579,hmdbDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M364T609_POS,364.196033365393,608.676086425781,mz364.196515867736rt610.36794,1,2,"N-((3s,5s,7s)-Adamantan-1-yl)-1-(5-chloropentyl)-1H-indazole-3-carboxamide",NA,METPA000001,NA,NO05963,(M+H-2H2O)+,6.789669,0.9637921,NA,NA,60,0.4357969,0.6337951,orbitrapDatabase0.0.1,NA,NA,NA
M365T628_2_POS,365.23174012039,628.004699707031,mz365.232059392583rt632.53458,1,2,"11beta-17alpha-21-Trihydroxy-5alpha-pregnane-3,20-dione",516-41-6,HMDB0003259,NA,n01820,(M+H)+,0.5265185,0.9997782,NA,NA,20,0.4533246,0.6582447,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M369T159_POS,369.21275846774,158.8662109375,mz369.21401954456rt131.628744,1,2,Hirsutine,7729-23-9,NA,C16972,MassBank_18131,(M+H)+,8.176139,0.9479255,NA,NA,Unknown_1,0.5626614,0.7071354,massbankDatabase0.0.1,Alkaloids and derivatives,Corynanthean-type alkaloids,NA
M369T212_POS,369.128802318803,212.218322753906,mz369.130301178645rt201.797844,1,2,trans-3'-Hydroxycotinine O-.beta.-D-glucuronide,132929-88-5,NA,NA,NO05307,(M+H)+,2.502947,0.9950007,NA,NA,25,0.6877763,0.8029854,orbitrapDatabase0.0.1,NA,NA,NA
M369T653_NEG,369.173744109023,652.857055664062,mz369.173610244482rt679.44132,1,2,"5-Androsten-3.beta.,17.beta.-diol-3-sulfate",977-33-3,NA,NA,NO05375,(M-H)-,1.224389,0.9988014,NA,NA,40,0.7134218,0.8204391,orbitrapDatabase0.0.1,NA,NA,NA
M372T530_POS,372.158082597711,529.866607666016,mz372.158355712891rt529.90176,1,2,Trazodone,25332-39-2,HMDB0014794,C07156,MONA_18232,(M+H)+,0.5807278,0.9997302,NA,NA,40,0.7443532,0.8401196,monaDatabase0.0.1,Organoheterocyclic compounds,Diazinanes,Piperazines
M372T535_POS,372.237503148906,535.366516113281,mz372.237884521484rt536.813154,1,2,Tamoxifen,10540-29-1,HMDB0014813,C07108,NO05397,(M+H)+,14.2113,0.8508079,NA,NA,20,0.4113601,0.576153,orbitrapDatabase0.0.1,Phenylpropanoids and polyketides,Stilbenes,NA
M373T755_POS,373.273090044672,754.814849853516,mz373.273535236679rt719.30112,1,2,Cholic acid,81-25-4,HMDB0000619,C00695,S0034,(M+H-2H2O)+,0.3619083,0.9998952,NA,NA,30,0.7355508,0.8346799,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
M375T207_POS,375.114081323836,206.517112731934,mz375.114462100225rt191.539218,1,2,N-Succinyl-5-aminoimidazole-4-carboxamide ribose,17388-80-6,NA,NA,NO05470,(M+H)+,0.5947494,0.9997171,NA,NA,30,0.6946124,0.8090267,orbitrapDatabase0.0.1,NA,NA,NA
M375T307_NEG,375.129497955772,306.596557617188,mz375.129188270675rt324.574656,1,2,3.alpha.-Galactobiose-CH3,NA,METPA000001,NA,NO05067,(M+F)-,4.029323,0.9870956,NA,NA,60,0.4265618,0.636762,orbitrapDatabase0.0.1,NA,NA,NA
M377T438_2_POS,377.141273311649,437.51025390625,mz377.145364053256rt448.463988,1,2,Riboflavin,83-88-5,HMDB0000244,C00255,MONA_18386,(M+H)+,0.5507669,0.9997574,NA,NA,20,0.7727661,0.8578878,monaDatabase0.0.1,Organoheterocyclic compounds,Pteridines and derivatives,Alloxazines and isoalloxazines
M378T161_POS,378.139175345994,160.903503417969,mz378.140770955005rt162.885462,1,2,Nicotinuric acid,583-08-4,HMDB0003269,C05380,S0250,(2M+NH4)+,0.2726125,0.9999405,NA,NA,"35,15",0.4073132,0.6295484,nistDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M379T460_POS,379.210975951142,459.796447753906,mz379.211433538058rt443.758986,1,2,6-beta-Hydroxycortisol,53-35-0,NA,NA,MONA_18696,(M+H)+,0.2628549,0.9999447,NA,NA,15 % (nominal),0.708471,0.8177736,monaDatabase0.0.1,NA,NA,NA
M379T566_POS,379.210860627727,566.357116699219,mz379.211371947381rt600.40794,1,2,"4-Pregnen-6.beta.,11.beta.,17,21-tetrol-3,20-dione",53-35-0,NA,NA,NO05563,(M+H)+,0.3201315,0.999918,NA,NA,45,0.572913,0.7330399,orbitrapDatabase0.0.1,NA,NA,NA
M383T486_NEG,383.15387071609,486.280548095703,mz383.153116420658rt533.770758,1,1,16a-hydroxy DHEA 3-sulfate,NA,HMDB0062544,NA,RPLC_597,(M-H)-,2.271448,0.9958809,72.60206,0.7222571,NCE25,0.4684144,0.6637417,msDatabase_rplc0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Sulfated steroids
M384T110_POS,384.149390763567,109.784843444824,mz384.15120299355rt119.19129,1,2,N-Acetyllactosamine,32181-59-2,HMDB0001542,C00611,n01958,(M+H)+,2.857484,0.9934891,NA,NA,45,0.5940849,0.7438615,nistDatabase0.0.1,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates
M384T537_NEG,384.156467141339,537.330017089844,mz384.156433105469rt576.44115,1,2,Amisulpride N-Oxide,71676-01-2,NA,NA,MassBank_2086,(M-H)-,8.517236,0.9436172,NA,NA,15 (nominal),0.5672688,0.7083994,massbankDatabase0.0.1,NA,NA,NA
M385T239_POS,385.12830785734,238.51065826416,mz385.128734595001rt217.887636,1,2,S-Adenosylhomocysteine,979-92-0,HMDB0000939,C00021,M0347,(M+H)+,0.4135125,0.9998632,NA,NA,30,0.7509874,0.8443158,metlinDatabase0.0.1,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides
M385T755_POS,385.309403989634,755.078002929688,mz385.309891390858rt776.83506,1,2,"6H-Dibenzo[b,d]pyran, 3-(1,1-dimethylheptyl)-6a,7,10,10a-tetrahydro-1-methoxy-6,6,9-trimethyl-, (6aR,10aR)-",174627-50-0,NA,NA,NO05690,(M+H)+,0.5215229,0.9997824,NA,NA,15,0.5409613,0.7130192,orbitrapDatabase0.0.1,NA,NA,NA
M386T536_NEG,386.171823857352,535.505523681641,mz386.172058105469rt575.323392,1,2,"[1,1'-Biphenyl]-2-carboxylic acid, 4'-[[(1-oxopentyl)phenylamino]methyl]-",862891-27-8,NA,NA,NO05745,(M-H)-,10.10474,0.9215626,NA,NA,15,0.598043,0.7193628,orbitrapDatabase0.0.1,NA,NA,NA
M386T609_2_POS,386.253078694843,609.013763427734,mz386.253566487501rt616.49184,1,2,Buspirone,NA,HMDB0014633,C06861,MassBank_18016,(M+H)+,3.783781,0.9886117,NA,NA,10,0.5683279,0.7259343,massbankDatabase0.0.1,Organoheterocyclic compounds,Diazinanes,Piperazines
M387T624_POS,387.213328976992,623.658874511719,mz387.215155507982rt642.80448,1,2,Sufentanil,56030-54-7,HMDB0014846,C08022,shen_3891_HMDB14846,(M+H)+,12.64151,0.8799887,NA,NA,Unknown_1,0.4502126,0.6113786,hmdbDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Anilides
M388T507_POS,388.232384516143,507.217239379883,mz388.234088307539rt488.094354,1,2,Urapidil,34661-75-1,NA,D01333,NO05735,(M+H)+,0.5292312,0.999776,NA,NA,20,0.558907,0.7242329,orbitrapDatabase0.0.1,Organoheterocyclic compounds,Diazinanes,Piperazines
M389T279_NEG,389.098675893785,279.470275878906,mz389.098759592418rt322.781148,1,2,Salicyluric acid,487-54-7,HMDB0000840,C07588,L0139,(2M-H)-,0.651019,0.999661,NA,NA,20,0.7279521,0.8298429,nistDatabase0.0.1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives
M391T375_POS,391.231013802222,374.512100219727,mz391.232479976614rt360.55488,1,2,Lubiprostone,136790-76-6,NA,C13707,M1549,(M+H)+,8.449942,0.9444796,NA,NA,30,0.4516666,0.6364715,metlinDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids
M391T672_POS,391.135642610384,671.869812011719,mz391.13585563142rt618.46716,1,2,Sclerotiorin,549-23-5,NA,NA,NO05796,(M+H)+,12.88908,0.8755503,NA,NA,10,0.6415209,0.7292819,orbitrapDatabase0.0.1,NA,NA,NA
M393T479_POS,393.208878436667,478.536727905273,mz393.209150142762rt473.602992,1,2,Naftopidil,NA,NA,D01674,MONA_15098,(M+H)+,20.35653,0.7178384,NA,NA,HCD (NCE 20-30-40%),0.6508774,0.6759878,monaDatabase0.0.1,Organoheterocyclic compounds,Diazinanes,Piperazines
M398T705_POS,398.237543570832,705.061676025391,mz398.24088656686rt728.29002,1,2,"Piperidine, 4-(5H-dibenzo[a,d]cyclohepten-5-ylidene)-1-[4-(2H-tetrazol-5-yl)butyl]-",162640-98-4,NA,NA,NO05918,(M+H)+,17.46642,0.7834402,NA,NA,15,0.6590272,0.7056821,orbitrapDatabase0.0.1,NA,NA,NA
M399T106_POS,399.143899012116,106.285263061523,mz399.144363008743rt97.913064,1,2,S-Adenosylmethionine (SAM),NA,NA,NA,MONA_19440,(M+H)+,0.4394881,0.9998455,NA,NA,40,0.7460805,0.8412424,monaDatabase0.0.1,NA,NA,NA
M399T855_POS,399.250062332775,855.09130859375,mz399.250426487785rt875.72292,1,2,Tris(2-butoxyethyl) phosphate,78-51-3,NA,C14446,NO05929,(M+H)+,0.4337805,0.9998495,NA,NA,35,0.7410565,0.8381039,orbitrapDatabase0.0.1,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
M400T638_POS,400.268742993976,638.235900878906,mz400.26938171227rt579.779562,1,2,Myriocin-12-en,NA,NA,NA,MassBank_16918,(M+H)+,0.02070538,0.9999997,NA,NA,10,0.5830001,0.7393749,massbankDatabase0.0.1,NA,NA,NA
M401T761_POS,401.304409054285,760.532348632812,mz401.306732666066rt750.96444,1,2,Testosterone enanthate,315-37-7,HMDB0005814,C08157,NO05972,(M+H)+,4.31756,0.9851976,NA,NA,20,0.5131998,0.690199,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters
M402T664_POS,402.284382446622,663.713928222656,mz402.284744809389rt684.19938,1,2,Myriocin,35891-70-4,NA,C19914,MassBank_16917,(M+H)+,0.7337852,0.9995693,NA,NA,10,0.5970229,0.7479778,massbankDatabase0.0.1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates
M405T371_NEG,405.212311593432,371.188232421875,mz405.214570188261rt422.622522,1,2,Lincomycin,154-21-2,NA,C06812,MONA_1466,(M-H)-,20.01996,0.7256851,NA,NA,15 (nominal),0.6223809,0.66112,monaDatabase0.0.1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
M409T477_POS,409.183448073038,477.309600830078,mz409.184902679038rt467.269038,1,2,Beclomethasone,4419-39-0,NA,C06842,NO06070,(M+H)+,17.6025,0.7804547,NA,NA,5,0.5859334,0.6588789,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids
M409T632_POS,409.146201410661,632.3701171875,mz409.148327638335rt579.586332,1,2,Ginkgolide A,15291-75-5,HMDB0036862,C07601,shen_5287_HMDB36862,(M+H)+,2.455656,0.99518740000000006,NA,NA,Unknown_6,0.5030637,0.6876101,hmdbDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones
M411T611_NEG,411.184387871907,610.860290527344,mz411.184448242188rt654.38808,1,2,"4-Pregnen-17.alpha., 20.beta.-diol-3-one-20-sulfate",138949-80-1,NA,NA,NO06116,(M-H)-,0.6122746,0.9997001,NA,NA,30,0.68775,0.8047313,orbitrapDatabase0.0.1,NA,NA,NA
M413T393_2_POS,413.140982421188,393.079620361328,mz413.14142394276rt380.40282,1,2,N6-Threonylcarbamoyladenosine,28874-45-5,NA,NA,MONA_18572,(M+H)+,0.3331964,0.9999112,NA,NA,40,0.6408701,0.7755105,monaDatabase0.0.1,NA,NA,NA
M413T519_NEG,413.181159464614,519.198303222656,mz413.183160473465rt514.82298,1,2,Naltrindole,NA,NA,C18128,MONA_15876,(M-H)-,9.395878,0.9318103,NA,NA,HCD (NCE 20-30-40%),0.5542194,0.695816,monaDatabase0.0.1,Alkaloids and derivatives,Morphinans,NA
M413T617_NEG,413.20051199222,617.048187255859,mz413.199873795251rt666.68856,1,2,"5.alpha.-Pregnan-3.alpha.,17-diol-20-one 3-sulfate",NA,METPA000001,NA,NO06143,(M-H)-,1.031474,0.9991492,NA,NA,45,0.7106784,0.8188549,orbitrapDatabase0.0.1,NA,NA,NA
M414T743_POS,414.299617230071,742.993469238281,mz414.300103343772rt764.46612,1,2,Glycochenodeoxycholate,640-79-9  (16564-43-5),HMDB0000637,C05466,S0244,(M+H-2H2O)+,0.2815742,0.9999366,NA,NA,55,0.8276972,0.892287,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
M415T614_NEG,415.215659291476,614.156707763672,mz415.21560644999rt616.32816,1,2,Ramipril,87333-19-5,NA,C07232,M0205,(M-H)-,19.73324,0.7323325,NA,NA,20,0.6867374,0.7038356,metlinDatabase0.0.1,NA,NA,NA
M415T641_POS,415.320047264178,640.888610839844,mz415.322238235498rt650.26332,1,2,delta4-Dafachronic acid,NA,NA,NA,MONA_18357,(M+H)+,3.715263,0.9890182,NA,NA,10,0.5900902,0.7396882,monaDatabase0.0.1,NA,NA,NA
M415T742_POS,415.319507032994,742.123596191406,mz415.321927291876rt760.41738,1,2,(25S)-7-Dafachronic acid,949004-12-0,NA,NA,NO06146,(M+H)+,2.955038,0.9930385,NA,NA,20,0.4734223,0.6682784,orbitrapDatabase0.0.1,NA,NA,NA
M416T542_POS,416.315345657894,542.312683105469,mz416.317683178728rt520.627704,1,2,Glycolithocholic acid,474-74-8,HMDB0000698,C15557,L0321,(M+H-H2O)+,4.259196,0.9855922,NA,NA,20,0.5844253,0.7348629,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
M417T776_POS,417.33559883733,776.000793457031,mz417.337598994628rt718.5228,1,2,(25S)-5beta-spirostan-3beta-ol,NA,HMDB0030024,C03963,M1299,(M+H)+,3.112575,0.9922795,NA,NA,20,0.4118852,0.6295331,metlinDatabase0.0.1,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids
M419T488_NEG,419.098126517554,488.420394897461,mz419.103840164139rt449.857644,1,2,Ibuprofen .beta.-D-glucuronide,115075-59-7,NA,C03033,NO05625,(M+K-2H)-,18.0381,0.7708216,NA,NA,60,0.4722038,0.5841855,orbitrapDatabase0.0.1,NA,NA,NA
M424T145_POS,424.090177970002,144.629493713379,mz424.092041015625rt139.056228,1,2,"2-Pyridinecarboxylic acid, 6-[2-[5-chloro-2-[(2,4-difluorophenyl)methoxy]phenyl]-1-cyclopenten-1-yl]-",612831-24-0,NA,NA,NO06473,(M+H-H2O)+,2.454693,0.9951912,NA,NA,35,0.643201,0.7751973,orbitrapDatabase0.0.1,NA,NA,NA
M427T568_NEG,427.180187124955,568.291412353516,mz427.178955078125rt578.368524,1,2,Garcinone D,107390-08-9,NA,NA,NO06337,(M-H)-,6.449471,0.967271,NA,NA,25,0.6392568,0.7622621,orbitrapDatabase0.0.1,NA,NA,NA
M430T626_POS,430.294274170876,626.388031005859,mz430.295083263721rt681.28848,1,2,Glycocholic acid,475-31-0,HMDB0000138,C01921,L0225,(M+H-2H2O)+,0.1318544,0.9999861,NA,NA,35,0.8532259,0.908261,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
M432T479_1_POS,432.259867003583,478.580627441406,mz432.260655484203rt480.783438,1,2,"1-Butanol, 2-[[9-(1-methylethyl)-6-[[[4-(2-pyridinyl)phenyl]methyl]amino]-9H-purin-2-yl]amino]-, (2R)-",294646-77-8,NA,NA,NO06370,(M+H)+,23.03121,0.6541954,NA,NA,25,0.4697267,0.5389025,orbitrapDatabase0.0.1,NA,NA,NA
M432T513_POS,432.346523032092,513.270935058594,mz432.348843348225rt561.194598,1,2,Peimine,23496-41-5,NA,C10830,NO06365,(M+H)+,3.800977,0.9885086,NA,NA,25,0.6804023,0.7959422,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal alkaloids
M433T616_NEG,433.207585259219,615.880187988281,mz433.20747131382rt667.10058,1,2,11-(Dansylamino)undecanoic acid,73025-02-2,NA,NA,NO06410,(M-H)-,21.07232,0.7010093,NA,NA,25,0.5580409,0.611654,orbitrapDatabase0.0.1,NA,NA,NA
M437T432_NEG,437.091217706842,431.949951171875,mz437.088748785701rt452.400366,1,2,Flavin mononucleotide (FMN),6184-17-4  (130-40-5),HMDB0001520,NA,L0070,(M-H2O-H)-,4.641588,0.9829122,NA,NA,45,0.6159648,0.7535701,nistDatabase0.0.1,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,NA
M440T315_POS,440.213401416537,314.906219482422,mz440.216585055857rt292.566138,1,2,(-)-Tylocrebrine,61302-92-9,NA,C10620,M1518,(M+HCOO+2H)+,22.22782,0.6735043,NA,NA,50,0.5388261,0.5893304,metlinDatabase0.0.1,Benzenoids,Phenanthrenes and derivatives,Phenanthroindolizidines
M445T454_POS,445.160659586091,454.276092529297,mz445.163337709388rt443.58234,1,2,Tetracycline,NA,NA,NA,MassBank_18090,(M+H)+,6.21729,0.9695495,NA,NA,10,0.5944238,0.7350959,massbankDatabase0.0.1,NA,NA,NA
M445T582_NEG,445.189529641171,581.506042480469,mz445.186972530602rt632.0499,1,2,Estrone glucuronide,2479-90-5,HMDB0004483,C11133,NO06513,(M-H)-,0.3875464,0.9998799,NA,NA,40,0.7498713,0.8436245,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
M445T605_NEG,445.189970023636,605.380676269531,mz445.188056356115rt649.40784,1,2,Estrone 3-glucuronide,NA,NA,C11133,M0777,(M-H)-,2.82208,0.9936489,NA,NA,50,0.7717922,0.8549885,metlinDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
M447T479_POS,447.091652008232,479.255584716797,mz447.094421386719rt526.275234,1,2,baicalein-7-O-glucuronide,21967-41-9,NA,C10025,MassBank_17240,(M+H)+,4.946129,0.9806189,NA,NA,30,0.5878819,0.7351583,massbankDatabase0.0.1,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
M447T553_POS,447.199967566804,552.6904296875,mz447.201303285378rt548.425278,1,2,Estrone-3-glucuronide,15087-01-1,HMDB0004483,C11133,L0384,(M+H)+,0.1491825,0.9999822,NA,NA,55,0.6567066,0.785435,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
M448T662_POS,448.30505537739,661.513732910156,mz448.305561697791rt708.4836,1,2,Glycocholic Acid,475-31-0,NA,C01921,M0170,(M+H-H2O)+,0.3084999,0.9999239,NA,NA,50,0.781922,0.8636727,metlinDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives"
M449T515_POS,449.107174461775,514.554443359375,mz449.109983056272rt511.423596,1,2,Naringenin-4'-O-.beta.-D-glucuronide,158196-35-1,NA,NA,NO06533,(M+H)+,4.638187,0.982937,NA,NA,35,0.5170539,0.6917601,orbitrapDatabase0.0.1,NA,NA,NA
M449T532_NEG,449.202657985742,532.245422363281,mz449.202529107134rt569.676024,1,2,Tyr-Val-Ala-Asp-CHO,NA,METPA000001,NA,NO06555,(M-H)-,3.719687,0.9889922,NA,NA,20,0.5707663,0.727601,orbitrapDatabase0.0.1,NA,NA,NA
M455T401_NEG,455.176795755668,400.813201904297,mz455.169181942483rt422.221254,1,2,Lobaric acid,522-53-2,NA,NA,NO06622,(M-H)-,4.213944,0.9858946,NA,NA,15,0.5758495,0.7296164,orbitrapDatabase0.0.1,NA,NA,NA
M457T530_POS,457.235843523805,530.277770996094,mz457.238716856599rt508.346484,1,2,Vindoline,2182-14-1,NA,C01626,M1429,(M+H)+,11.84689,0.8937948,NA,NA,20,0.4997544,0.6475195,metlinDatabase0.0.1,Alkaloids and derivatives,Plumeran-type alkaloids,NA
M460T348_POS,460.193177649547,348.253387451172,mz460.193622964145rt337.350426,1,2,5-Methyltetrahydrofolate (5-Methyl-THF),134-35-0 (68792-52-9),HMDB0001396,NA,L0136,(M+H)+,0.6671884,0.999644,NA,NA,55,0.8528694,0.9079099,nistDatabase0.0.1,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives
M461T773_POS,461.289086088028,772.606750488281,mz461.289721703229rt794.38662,1,2,"24,25-Hydroxyvitamin D3",40013-87-4,NA,C07712,M0200,(M-H+2Na)+,22.932,0.6565861,NA,NA,50,0.6286455,0.6391232,metlinDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives
M463T499_NEG,463.196700420677,498.624618530273,mz463.197064827651rt546.628638,1,2,Estriol-16-Glucuronide,1852-50-2,HMDB0006766,C05504,n02538,(M-H)-,0.5724828,0.9997378,NA,NA,50,0.8232994,0.8894638,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
M463T650_NEG,463.233389165597,650.464050292969,mz463.233392986328rt702.92058,1,2,Epitestosterone glucuronide,16996-33-1,NA,C11134,NO06706,(M-H)-,0.6627624,0.9996487,NA,NA,50,0.8041058,0.8774344,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
M465T670_NEG,465.249049990354,669.940124511719,mz465.250353861011rt722.85762,1,2,Androsterone glucuronide,1852-43-3,HMDB0002829,C11135,NO06723,(M-H)-,2.05021,0.996643,NA,NA,60,0.7934989,0.8696779,orbitrapDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
M475T754_POS,475.268498890588,753.591064453125,mz475.268679010011rt774.98424,1,2,Dihydrotachysterol,67-96-9,HMDB0015203,D00299,L0404,(M-H+2K)+,11.13263,0.9056084,NA,NA,65,0.6046507,0.7175098,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives
M476T562_POS,476.248725928019,561.502502441406,mz476.250947018837rt548.999748,1,1,C16:0 AC (L-Palmitoylcarnitine),0,NA,NA,RPLC_689,(M-H+2K)+,2.578433,0.9946955,9.000252,0.9950122,NCE50,0.605012,0.7999329,msDatabase_rplc0.0.1,NA,NA,NA
M480T771_POS,480.278137031959,771.031829833984,mz480.282180223385rt753.9885,1,2,Manoalide,75088-80-1,NA,NA,NO06178,(M+CH3CN+Na)+,20.98813,0.702998,NA,NA,50,0.4155149,0.5233211,orbitrapDatabase0.0.1,NA,NA,NA
M485T472_NEG,485.165881833258,472.43000793457,mz485.158102293135rt441.924024,1,2,17-beta-Estradiol glucuronide,1806-98-0,HMDB0010317,NA,n02464,(M+K-2H)-,0.4487339,0.9998389,NA,NA,40,0.4639836,0.6649293,nistDatabase0.0.1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides
M491T562_POS,491.165499384716,561.937683105469,mz491.167773542555rt584.265606,1,2,Carnosine,305-84-0,HMDB0000033,C00386,shen_78_HMDB00033,(2M+K)+,17.5238,0.7821828,NA,NA,Unknown_1,0.528425,0.6235842,hmdbDatabase0.0.1,Organic acids and derivatives,Peptidomimetics,Hybrid peptides
